% Model:              Sph.mph
% Version:            COMSOL 6.1.0.282
% Date:               Jan 27 2025, 17:23
% Dimension:          3
% Nodes:              8372
% Expressions:        3
% Description:        magnetization deviation, X component, magnetization deviation, Y component, magnetization deviation, Z component
% Length unit:        nm
% x                       y                        z                        dm2X (1) @ lambda=2E-9                            dm2Y (1) @ lambda=2E-9                            dm2Z (1) @ lambda=2E-9
-6.702721898582941E-8     2.362077058255883E-8     8.520294617054958E-8     0.031040445288680496+0.012113801198903769i        0.01211380119889034-0.031040445288671583i         0
-5.964096589733748E-8     9.487642992004827E-9     1.2064142563283886E-7    0.031040448341534438+0.012113802390306235i        0.012113802390292916-0.031040448341525636i        0
-7.382074873271458E-8     2.9960421321701E-8       1.1031767678207004E-7    0.03104044731293612+0.012113801988886952i         0.012113801988873633-0.031040447312927374i        0
-7.592448387967476E-8     -1.5017229822468762E-8   1.2047433473816472E-7    0.03104044842971624+0.012113802424720033i         0.012113802424706714-0.031040448429707386i        0
-7.063046937560761E-8     -4.151326020371874E-8    1.0546654952522814E-7    0.031040447365370403+0.012113802009349865i        0.012113802009336575-0.03104044736536149i         0
-5.704747537486676E-8     -4.038402095847754E-8    8.911272896804434E-8     0.03104044604295544+0.01211380149326604i          0.01211380149325275-0.031040446042946587i         0
-5.5547960132048747E-8    -2.022764131636974E-8    7.900578356946043E-8     0.031040445083045317+0.012113801118652857i        0.01211380111863954-0.03104044508303657i          0
-8.452468014097545E-8     1.9221628612641946E-8    6.570179945195205E-8     0.031040443642862105+0.012113800556609006i        0.01211380055659566-0.031040443642853358i         0
-7.945658348691062E-8     4.425905871590459E-8     2.873942385316174E-8     0.031040440434278525+0.012113799304431544i        0.012113799304418225-0.031040440434269668i        0
-8.237996223404425E-8     4.46713113877864E-8      5.3266323109615343E-8    0.031040442458684203+0.012113800094473338i        0.01211380009446002-0.031040442458675457i         0
-9.741469937085472E-8     -1.2561809200616075E-8   1.1308237559527563E-7    0.03104044773401672+0.012113802153217241i         0.012113802153203979-0.03104044773400792i         0
-9.176691938578329E-8     1.6985391108440813E-8    1.0411991557696239E-7    0.031040446823505183+0.012113801797882282i        0.012113801797868994-0.03104044682349638i         0
-9.88500876225242E-8      1.8974444606805312E-8    7.78435901470451E-8      0.031040444607821786+0.012113800933192748i        0.012113800933179375-0.031040444607812873i        0
-1.0829114463073641E-7    -6.721840626230263E-9    1.3588605441535255E-7    0.031040449556849786+0.01211380286459355i         0.01211380286458026-0.031040449556840873i         0
-1.2419618181753484E-7    1.2120445064724836E-7    3.9471459370357666E-8    0.031040440706854196+0.012113799410806536i        0.012113799410793246-0.03104044070684545i         0
-1.0985263217253197E-7    1.0033381954096835E-7    7.293439138708339E-8     0.03104044365929747+0.012113800563022997i         0.012113800563009623-0.03104044365928878i         0
-1.0185458937000297E-7    1.0253382397098614E-7    3.686918814703766E-8     0.031040440676552778+0.012113799398981103i        0.012113799398967784-0.031040440676543758i        0
-9.855526433678434E-8     8.953777919435467E-8     5.5306969184404135E-8    0.0310404422983416+0.012113800031898204i          0.01211380003188494-0.031040442298332797i         0
-1.2936590929279548E-7    1.2079544198684315E-7    6.297741578361665E-8     0.03104044264464601+0.012113800167046468i         0.012113800167033121-0.0310404426446371i          0
-1.000875283252733E-7     6.700766108033202E-8     5.18954825038481E-8      0.031040442150728036+0.012113799974290688i        0.012113799974277426-0.031040442150719234i        0
-6.503185005275575E-8     -3.523113823108166E-8    3.628840704126565E-8     0.031040441600929048+0.012113799759726884i        0.01211379975971362-0.0310404416009203i           0
-7.332963824948857E-8     -2.710322373118968E-8    5.7273675820133755E-8    0.031040443266572272+0.012113800409758624i        0.01211380040974525-0.03104044326656336i          0
-7.48291534923066E-8      -4.725960337329748E-8    6.738062121871767E-8     0.031040444226483173+0.012113800784372058i        0.012113800784358739-0.031040444226474204i        0
-8.81265754230382E-8      -8.126732131874174E-9    5.429344055339416E-8     0.03104044285498666+0.012113800249133836i         0.012113800249120489-0.031040442854977913i        0
-1.566830511371248E-7     -5.397914742713507E-8    2.3268066964536124E-7    0.03104045773610778+0.012113806056619488i         0.012113806056606169-0.031040457736098922i        0
-1.7728063352925173E-7    -2.436359783568234E-8    2.51810215504499E-7      0.031040459075628773+0.01211380657937914i         0.012113806579365767-0.03104045907561997i         0
-1.749991164726863E-7     -6.284534420504391E-8    2.4271429163657653E-7    0.031040458567350267+0.0121138063810191i          0.012113806381005697-0.031040458567341354i        0
-1.5230410800344907E-7    -3.124439289687335E-8    2.427424982695075E-7     0.031040458443357018+0.012113806332629496i        0.012113806332616179-0.031040458443348105i        0
-1.433236800236652E-7     -5.606009230128191E-8    2.0319610197057184E-7    0.031040455342969397+0.012113805122676645i        0.012113805122663326-0.03104045534296065i         0
-1.4085806482053818E-7    -2.116780799937036E-8    2.1493353254020067E-7    0.031040456107637636+0.012113805421094984i        0.012113805421081638-0.031040456107628834i        0
-1.9248157091059887E-7    -4.49625909132224E-8     2.536279156424109E-7     0.03104045930760807+0.01211380666991102i          0.012113806669897673-0.031040459307599213i        0
-1.3606232170624788E-7    -3.352397704771762E-8    1.935098119669709E-7     0.031040454421055793+0.01211380476289186i         0.012113804762878542-0.031040454421046824i        0
-1.1925576311474528E-7    8.767202039063641E-8     8.163500096818338E-8     0.031040444431219946+0.012113800864272353i        0.012113800864259061-0.031040444431211033i        0
-1.1426627515446594E-7    4.305998111152771E-8     7.970786108754103E-8     0.03104044456464558+0.012113800916342921i         0.012113800916329603-0.031040444564636945i        0
-1.1623013009390391E-7    7.874975880953618E-8     1.2127211500288777E-7    0.03104044778660646+0.012113802173740848i         0.012113802173727505-0.031040447786597713i        0
-1.2112907647208009E-7    9.107740252093113E-8     1.0815406930608976E-7    0.031040446605621032+0.012113801712851084i        0.012113801712837765-0.031040446605612174i        0
-1.1764843376414624E-7    6.564351480990998E-8     6.619522978668074E-8     0.03104044329172957+0.012113800419576446i         0.012113800419563156-0.031040443291720822i        0
-1.0718310691772506E-7    4.107092761316321E-8     1.059841865174583E-7     0.03104044678032787+0.01211380178103193i          0.012113801781018611-0.031040446780318903i        0
-1.0344278039222523E-7    5.934767772583802E-8     1.212386178822691E-7     0.031040447944419826+0.012113802235328892i        0.012113802235315572-0.031040447944411027i        0
-2.7201128211656407E-7    4.844334010290061E-8     2.6330291377422153E-7    0.03104045928180145+0.012113806659839793i         0.012113806659826448-0.031040459281792648i        0
-2.550352909905832E-7     7.275706711448905E-8     2.496067455821385E-7     0.031040458046128136+0.012113806177607607i        0.012113806177594208-0.031040458046119223i        0
-2.7405678210406544E-7    8.631528406297566E-8     2.1079944391837853E-7    0.031040454681047384+0.012113804864355858i        0.012113804864342513-0.031040454681038526i        0
-2.4422632511595364E-7    3.927155643670625E-8     2.7089745187270947E-7    0.03104046005571296+0.012113806961865375i         0.012113806961852058-0.031040460055704103i        0
-2.388683237732854E-7     1.563853291659741E-8     2.5903049091212133E-7    0.031040459234462033+0.012113806641365198i        0.012113806641351827-0.031040459234453234i        0
-2.2725033398997274E-7    6.358528344829468E-8     2.5720128368062654E-7    0.031040458820039814+0.012113806479633327i        0.012113806479619956-0.031040458820031012i        0
-2.5852094261411603E-7    8.707475864261986E-8     2.228549877114529E-7     0.031040455725357442+0.012113805271906898i        0.012113805271893607-0.031040455725348644i        0
-2.3429722091034096E-7    9.41854342221377E-8      2.0551870080477177E-7    0.031040454317189412+0.012113804722357135i        0.012113804722343843-0.031040454317180555i        0
-2.498330604002904E-7     9.342595964249352E-8     1.9346315701169742E-7    0.03104045327287657+0.01211380431480501i          0.012113804314791749-0.031040453272867714i        0
-1.8897082608251581E-7    7.110347296580102E-8     2.2467148622441484E-7    0.03104045619174162+0.012113805453917246i         0.01211380545390393-0.031040456191732707i         0
-1.9714776936708428E-7    6.06154414706652E-8      2.421305374139096E-7     0.031040457681001096+0.012113806035113556i        0.012113806035100212-0.031040457680992128i        0
-1.8714078848970659E-7    9.18887741968607E-9      2.4794887363675335E-7    0.031040458515442692+0.012113806360761651i        0.012113806360748304-0.031040458515433945i        0
-1.749335907983002E-7     4.997436971661814E-8     2.473761140653629E-7     0.031040458251761445+0.012113806257857771i        0.012113806257844452-0.031040458251752532i        0
-1.623842540114275E-7     2.781062337394609E-8     2.4557734618740997E-7    0.0310404582794966+0.01211380626868168i           0.012113806268668363-0.031040458279487853i        0
-1.5132489554311748E-7    3.810001559238447E-8     2.083701763701681E-7     0.03104045516107683+0.012113805051691382i         0.012113805051678063-0.031040455161067917i        0
-1.458921393705577E-7     1.822147295641435E-8     2.1946984938852472E-7    0.03104045622320495+0.012113805466196136i         0.012113805466182789-0.031040456223196258i        0
-2.1658040112387878E-7    2.058016880872463E-8     2.3771805694035232E-7    0.03104045750371701+0.012113805965926927i         0.012113805965913663-0.031040457503708152i        0
-1.8272411566875002E-7    -9.049648311076281E-9    2.293677939041448E-7     0.03104045710030281+0.01211380580849112i          0.012113805808477773-0.031040457100294065i        0
-1.667566475137318E-7     6.046240121175396E-8     2.2991706287586817E-7    0.0310404567625038+0.012113805676662183i          0.012113805676648891-0.031040456762495i           0
-1.579803029134201E-7     -4.396286349333499E-9    2.0876787989470954E-7    0.031040455438131852+0.012113805159814608i        0.012113805159801318-0.03104045543812316i         0
-2.1403804521438378E-7    4.984298651703169E-8     2.3010095283955565E-7    0.03104045669700957+0.012113805651102495i         0.012113805651089122-0.03104045669700071i         0
-1.935924240496068E-7     7.461269700967548E-8     2.0430127151243098E-7    0.03104045446452504+0.012113804779856149i         0.012113804779842832-0.031040454464516292i        0
-2.1759928051121922E-7    6.612544576274391E-8     2.051701278343866E-7     0.031040454514927915+0.012113804799526316i        0.012113804799513081-0.03104045451491917i         0
-1.29077645661791E-7      -2.604013218388292E-8    1.3892900971015204E-7    0.031040449865209523+0.012113802984933574i        0.012113802984920284-0.03104044986520061i         0
-1.356454385616697E-7     -7.206498053361302E-8    1.7271848670645106E-7    0.031040452936477666+0.01211380418352257i         0.012113804183509252-0.031040452936468975i        0
-1.2383901238977933E-7    -6.125734715795955E-8    1.4931474838553655E-7    0.031040450963017274+0.012113803413362564i        0.012113803413349219-0.031040450963008476i        0
-1.3004673291498384E-7    -3.7999022678835314E-8   1.5700152639241654E-7    0.031040451436950427+0.012113803598319095i        0.012113803598305724-0.03104045143694157i         0
-1.4666724258937008E-7    -3.491991611415511E-8    1.782453917760069E-7     0.03104045312965125+0.012113804258910052i         0.01211380425889676-0.031040453129642338i         0
-1.539286009067874E-7     -5.745603136771939E-8    1.8793168177960785E-7    0.031040454051563134+0.012113804618694225i        0.012113804618680907-0.031040454051554332i        0
-1.7028417934482386E-7    -3.638281775068527E-9    1.8312766491311795E-7    0.031040453266701778+0.012113804312395268i        0.012113804312381949-0.03104045326669292i         0
-1.6376686213506418E-7    -2.1805742491542868E-8   1.7402889736764515E-7    0.031040452644804185+0.012113804069694444i        0.012113804069681126-0.031040452644795494i        0
-1.573112872558539E-7     1.3823872874017052E-7    8.869659699275438E-8     0.031040444584190474+0.012113800923970418i        0.012113800923957073-0.031040444584181728i        0
